timestamp,mac,seq_ctrl,aoa,master_rssi,worker_rssi,IQ_master,IQ_worker,distance_m,angle_deg
77629585,7E:8A:AE:D6:C8:CD,45984,-23.44,-85,-84,0 0 -9 -4 -15 -5 -16 -4 -12 -6 -10 -4 -17 -7 -12 -9 -18 -8 -17 -6 -12 0 -15 -1 -16 -3 -13 4 -17 0 -15 0 -12 -1 -12 -3 -9 -3 -8 -1 -5 -6 -11 -3 -7 -8 -13 -6 -15 -7 -11 -8 -14 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 3 -9 3 -9 2 -9 1 -8 5 -8 3 -10 1 -6 2 -13 -4 -10 0 -7 2 -14 4 -14 -2 -12 1 -15 -2 -15 -4 -14 -5 -15 -3 -16 -3 -16 -2 -15 -4 -17 -3 -18 0 -17 -2 -15 -1 -16 -2,0 0 -5 12 -7 16 -6 16 -2 12 -4 6 -7 10 -7 8 -6 14 -11 10 -4 11 -10 13 -6 16 -7 11 -8 18 -6 18 -7 15 -8 14 -7 12 -9 17 -13 12 -11 10 -10 8 -5 9 -10 10 -9 9 -14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 -1 -6 0 -2 3 -2 3 -5 3 -6 6 -7 6 -8 3 -2 4 0 3 -8 8 -4 13 -1 9 -2 10 -2 5 -3 6 -6 5 -6 8 -6 8 -8 9 -9 12 -10 8 -3 12 -8 15 -3 12 -2 10,5,-45
83076717,7E:8A:AE:D6:C8:CD,1296,41.66,-87,-82,0 0 -14 2 -15 -9 -15 -5 -15 -3 -14 -3 -18 -2 -17 -2 -13 1 -17 2 -17 1 -14 0 -18 1 -17 4 -20 1 -20 3 -19 1 -20 3 -19 4 -22 4 -19 7 -22 8 -18 6 -19 11 -19 7 -18 5 -18 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 8 -2 7 -5 3 -8 2 -4 6 -5 5 -6 5 -9 3 -9 5 -7 2 -9 4 -9 4 -5 4 -7 -2 -9 -2 -6 0 -6 -3 -8 -2 -7 -2 -10 -2 -13 -1 -10 -3 -11 -2 -13 1 -18 -3 -12 -4,0 0 7 -14 9 -15 7 -15 8 -12 6 -12 6 -12 5 -9 6 -10 8 -10 6 -12 6 -13 7 -14 6 -14 6 -15 5 -15 2 -17 3 -17 2 -16 1 -17 0 -15 -2 -17 0 -14 1 -13 2 -10 3 -11 7 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -6 0 -5 0 -7 3 -8 0 -9 2 -8 3 -9 3 -12 2 -12 4 -10 3 -10 5 -11 5 -9 5 -8 5 -7 7 -11 6 -9 7 -10 7 -8 7 -11 11 -13 10 -13 10 -11 10 -11 7 -16 9 -15,5,-45
83108121,7E:8A:AE:D6:C8:CD,1296,-38.95,-87,-83,0 0 -5 -8 -2 -10 -4 -12 -2 -14 -1 -10 -3 -15 -8 -11 -9 -8 -5 -13 -14 -11 -10 -13 -10 -13 -8 -7 -9 -10 -7 -10 -12 -9 -7 -15 -13 -12 -13 -10 -15 -16 -12 -9 -18 -3 -15 -14 -14 -8 -16 -9 -13 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 0 -8 -4 -8 -1 -8 -4 -8 -4 -5 -9 -8 -7 -7 -6 -1 -7 -4 -4 -3 -5 -3 -5 -5 -5 -5 -4 -1 -2 -2 -8 0 -7 -1 -5 -4 -8 -1 -9 -5 -11 -3 -11 -4 -14 -1 -25 0 -6 -6 -7,0 0 -7 11 -6 10 -7 11 -6 8 -7 7 -5 5 -6 7 -8 6 -9 8 -10 7 -9 8 -9 9 -9 9 -9 11 -6 13 -5 12 -4 16 -3 14 -5 12 -2 13 -2 10 -3 11 -4 8 -4 8 -5 9 -8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 -1 4 -2 8 -2 6 -4 5 -4 6 -2 7 -4 8 -5 8 -4 8 -7 8 -6 8 -7 6 -6 7 -5 8 -6 8 -7 7 -9 7 -8 6 -8 9 -10 7 -12 10 -9 9 -11 10 -12 7 -10 10,5,-45
83151747,7E:8A:AE:D6:C8:CD,1296,-90.0,-88,-84,0 0 6 -8 17 -6 12 -5 14 -5 13 -9 14 -9 12 -9 11 -12 13 -12 12 -9 14 -14 11 -12 14 -9 12 -9 8 -11 12 -12 12 -10 13 -13 14 -10 8 -13 13 -13 10 -17 9 -16 11 -12 10 -14 11 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -8 -6 -8 -7 -7 -2 -6 0 -9 -1 -10 1 -10 2 -9 -1 -13 0 -7 -2 -11 0 -9 0 -7 1 -6 5 -5 4 -6 7 -6 6 -8 5 -8 9 -6 9 -9 9 -4 12 -10 5 -11 10 -7 10 -7,0 0 -10 10 -7 13 -12 9 -2 9 -8 10 -8 10 -11 14 -8 6 -8 8 -8 14 -10 11 -8 10 -11 14 -9 15 -9 11 -10 15 -4 17 -7 13 -2 10 -1 16 -2 15 -4 5 -9 11 -6 9 -7 5 -8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 -2 1 2 7 0 4 -1 10 -1 7 -1 13 -4 5 -3 9 2 10 -3 13 -8 10 -10 6 -8 10 0 6 -10 9 -7 11 -10 7 -11 14 -13 7 -7 10 -11 12 -16 12 -17 15 -7 11 -8 12,5,-45
83192600,7E:8A:AE:D6:C8:CD,1296,0.86,-87,-83,0 0 13 -9 11 -14 11 -8 11 -12 5 -7 9 -16 6 -18 7 -13 14 -14 12 -14 7 -13 6 -13 4 -15 11 -17 4 -14 13 -18 7 -20 13 -16 7 -20 3 -16 9 -19 10 -21 8 -24 14 -17 10 -14 9 -20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -2 -8 -3 -10 -1 -11 -9 -8 -3 -7 -14 -7 -6 -3 -9 -1 -13 -8 -12 -1 -12 1 -5 -7 -10 -4 -8 1 -12 3 -11 7 -8 2 -10 7 -10 1 -11 -1 -11 5 -8 6 -15 2 -12 -1 -17 1 -13,0 0 5 -10 5 -13 6 -10 5 -12 6 -10 6 -10 6 -8 5 -8 7 -10 6 -11 10 -10 7 -11 5 -11 8 -16 5 -16 3 -15 3 -16 0 -16 2 -15 2 -14 3 -14 2 -15 2 -11 4 -12 4 -10 7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -4 -3 -6 -2 -3 0 -6 -1 -8 1 -9 3 -9 2 -9 0 -10 2 -11 1 -10 4 -8 0 -9 1 -9 2 -9 4 -10 5 -7 5 -10 7 -10 6 -10 7 -11 11 -11 11 -12 6 -11 9 -11 8 -14,5,-45
109368313,7E:8A:AE:D6:C8:CD,48608,-9.3,-87,-86,0 0 -10 -4 -17 -5 -13 -4 -13 -6 -15 -1 -17 -1 -13 1 -16 3 -15 -2 -17 2 -17 -2 -12 1 -12 1 -12 1 -13 -1 -13 -2 -14 -4 -13 -4 -17 -4 -15 -3 -14 -2 -15 -2 -12 -1 -12 -4 -9 -2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 8 -6 8 -7 11 -10 11 -4 8 -9 7 -4 8 -7 9 -7 10 -9 4 -7 5 -13 3 -9 -1 -7 -1 -10 2 -9 0 -14 1 -17 0 -16 -3 -19 1 -14 2 -13 3 -13 5 -7 0 -11 2 -11 1,0 0 -8 5 -11 6 -11 5 -13 7 -10 4 -11 7 -9 7 -9 9 -11 10 -12 11 -13 11 -10 8 -10 10 -8 14 -9 15 -8 13 -8 13 -7 14 -8 14 -9 15 -10 11 -9 13 -6 9 -5 10 -8 12 -7 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 7 -10 7 -9 5 -10 4 -10 5 -12 0 -10 3 -11 2 -11 3 -12 1 -13 3 -12 -1 -12 -1 -13 2 -13 3 -13 0 -13 5 -14 2 -16 4 -14 1 -13 0 -13 6 -15 2 -12 6 -11 4 -12 6,5,-45
109430825,7E:8A:AE:D6:C8:CD,48624,-50.45,-86,-84,0 0 10 -2 12 -2 12 -3 12 0 10 -1 14 -2 14 0 17 -4 15 -3 18 -3 16 -1 14 -5 15 -6 12 -2 12 -1 15 -3 14 -3 13 -1 12 1 11 2 12 -2 12 -3 7 -3 6 1 10 -2 11 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 -7 8 -6 7 -6 10 -9 7 -5 9 -9 9 -7 10 -9 13 -7 9 -6 8 -6 6 -3 9 -1 5 -3 9 -1 12 -5 12 -2 14 5 13 -2 13 -2 14 -1 15 -6 16 -7 12 -6 11 -5 11 -4,0 0 -11 -9 -16 -9 -12 -7 -15 -6 -12 -10 -13 -7 -14 -7 -14 -8 -14 -9 -15 -10 -14 -9 -14 -11 -16 -7 -14 -11 -15 -12 -16 -10 -17 -11 -15 -10 -16 -13 -15 -11 -13 -11 -13 -10 -11 -11 -11 -9 -12 -13 -9 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 0 -2 -2 -3 -1 -5 -3 -3 -3 -5 -1 -2 -4 -5 -5 -7 -4 -4 -1 -7 -6 -7 -5 -7 -6 -6 -5 -8 -5 -8 -4 -8 -4 -8 -7 -11 -5 -11 -6 -9 -8 -12 -4 -11 -7 -9 -3 -9 -9 -15 -8,5,-45
114379896,7E:8A:AE:D6:C8:CD,48928,-11.14,-87,-83,0 0 -13 6 -12 8 -11 6 -11 7 -10 6 -6 4 -7 3 -10 7 -10 5 -11 5 -11 4 -10 2 -11 7 -9 8 -6 11 -13 9 -10 11 -6 12 -9 13 -8 12 -7 11 -3 10 -4 9 -3 8 -7 10 -7 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 10 -15 7 -17 6 -17 4 -13 4 -18 2 -14 3 -18 8 -18 6 -18 5 -20 5 -16 3 -17 2 -14 2 -13 3 -16 5 -15 3 -15 5 -13 4 -18 4 -18 2 -12 5 -17 8 -12 1 -17 8 -18 8,0 0 -7 18 -8 17 -7 14 -7 13 -4 12 -5 12 -6 10 -7 6 -8 9 -9 9 -9 8 -12 8 -10 9 -8 12 -7 10 -6 12 -6 13 -6 13 -4 12 -3 11 -3 8 -1 6 -4 7 -3 6 -3 6 -6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 6 -4 10 -4 10 -6 12 -5 11 -7 10 -7 11 -8 12 -8 13 -6 12 -6 13 -6 13 -7 13 -6 13 -4 11 -5 12 -7 11 -8 13 -7 10 -8 10 -10 9 -11 12 -9 12 -9 12 -11 17 -10 15,5,-45
144803015,7E:8A:AE:D6:C8:CD,51136,22.1,-91,-85,0 0 7 -1 -3 -5 -2 -10 -6 -7 -8 -10 -3 -6 -11 -6 -13 -1 -7 2 -9 -2 -9 -1 -5 0 -2 1 0 -3 3 -6 8 -7 12 -7 5 -9 11 -9 16 -13 12 -13 11 -15 11 -18 11 -14 11 -17 6 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 -15 1 -16 5 -15 6 -14 11 -12 10 -12 18 -6 15 -9 14 -5 14 -4 16 -1 14 -7 11 -3 6 3 8 0 4 0 4 6 0 5 4 5 3 6 9 5 10 7 9 7 8 8 10 3 11 0,0 0 17 -1 15 2 16 3 12 -2 9 3 14 2 14 1 13 6 10 4 15 6 13 6 18 1 14 1 20 1 17 2 18 1 16 -1 16 -1 15 -1 14 -2 13 -3 11 3 7 3 9 7 9 5 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 3 7 0 9 1 6 2 8 3 7 6 8 9 11 6 10 7 12 6 12 6 9 4 13 4 10 8 9 5 8 6 8 4 10 5 10 3 10 6 11 6 11 3 12 6 11 3 15 2 14 5,5,-45
144914973,7E:8A:AE:D6:C8:CD,51152,-13.14,-86,-83,0 0 -11 -8 -8 -5 -10 -7 -6 -12 -10 -11 -10 -12 -13 -11 -12 -8 -9 -5 -13 -5 -11 -6 -8 -6 -5 -5 -5 -5 0 -9 -4 -11 -4 -11 -5 -14 -8 -14 -9 -14 -8 -14 -10 -14 -7 -11 -12 -10 -6 -9 -3 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 -2 -12 1 -10 0 -15 -1 -16 -1 -13 -3 -16 -1 -12 -4 -17 -4 -14 -4 -14 -6 -13 -5 -12 -6 -11 -2 -12 -8 -13 -8 -12 -6 -12 -9 -9 -5 -14 -2 -16 -4 -12 -6 -14 -5 -12 -4 -8 -1 -11 -3,0 0 -13 5 -15 3 -16 2 -16 1 -15 -1 -14 4 -12 3 -11 4 -17 4 -15 4 -16 2 -16 4 -15 2 -15 2 -15 4 -13 5 -15 8 -14 4 -14 6 -12 6 -11 6 -9 3 -9 5 -9 3 -8 -1 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -1 -6 1 -9 -2 -8 -2 -13 0 -13 1 -12 -2 -13 -1 -15 1 -14 -1 -13 -1 -13 0 -14 0 -13 -2 -12 -2 -14 -2 -14 -2 -15 -2 -13 -1 -18 0 -15 2 -16 2 -16 -2 -16 2 -16 -1 -13 0,5,-45
155840651,7E:8A:AE:D6:C8:CD,51872,-11.87,-82,-79,0 0 12 11 12 7 12 7 11 7 9 6 7 11 6 9 6 10 6 11 7 11 8 13 11 13 9 13 11 13 11 12 10 10 8 9 8 8 9 11 7 6 4 10 2 10 1 13 1 11 2 11 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1 8 4 9 4 10 4 9 7 10 8 11 11 14 13 14 11 12 11 13 12 12 9 14 7 10 4 10 7 10 7 7 7 8 9 7 8 8 12 8 12 10 13 9 12 9 13 13 11 14 11,0 0 -10 -8 -13 -9 -10 -9 -8 -7 -9 -6 -6 -7 -5 -6 -5 -8 -6 -9 -5 -11 -4 -11 -7 -11 -8 -10 -10 -11 -10 -9 -11 -8 -11 -7 -10 -6 -9 -4 -8 -3 -5 -3 -4 -3 -3 -6 -2 -5 -1 -5 -1 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 -9 -13 -10 -12 -9 -11 -13 -10 -13 -10 -14 -10 -15 -10 -18 -11 -18 -9 -17 -11 -17 -11 -15 -11 -13 -10 -12 -9 -10 -9 -11 -8 -10 -6 -11 -6 -11 -5 -12 -7 -13 -7 -15 -7 -14 -10 -14 -10 -16 -10 -14,5,-45
157082516,7E:8A:AE:D6:C8:CD,52032,0.65,-83,-81,0 0 13 5 14 4 14 2 12 3 13 4 12 4 13 3 12 3 14 5 14 2 13 3 13 3 15 5 17 5 15 4 17 5 17 6 18 4 18 4 18 6 17 5 17 4 13 5 13 7 12 8 13 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 3 6 4 6 3 6 5 6 5 7 3 6 5 7 5 6 2 9 3 7 4 6 2 9 5 10 4 8 4 8 3 8 3 10 4 9 4 13 4 11 4 11 5 10 4 8 7 13 4 13 3,0 0 -12 -11 -12 -10 -9 -9 -9 -9 -8 -9 -6 -8 -5 -10 -6 -10 -8 -13 -6 -11 -9 -13 -10 -14 -10 -12 -11 -12 -10 -11 -13 -9 -12 -7 -10 -8 -9 -7 -8 -5 -7 -7 -7 -8 -6 -8 -3 -8 -4 -10 -4 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 -4 -8 -5 -7 -9 -9 -9 -7 -9 -9 -12 -8 -12 -10 -12 -11 -13 -11 -11 -12 -12 -12 -12 -10 -14 -8 -10 -8 -8 -9 -9 -7 -10 -7 -12 -7 -13 -6 -12 -9 -16 -7 -15 -8 -14 -11 -14 -11 -16 -14 -16,5,-45
157890567,7E:8A:AE:D6:C8:CD,55056,20.41,-85,-81,0 0 -6 -12 -10 -15 -10 -13 -8 -15 -7 -12 -6 -11 -5 -10 -8 -13 -7 -14 -7 -14 -6 -14 -6 -15 -7 -13 -7 -17 -7 -15 -9 -16 -9 -16 -10 -15 -7 -14 -9 -16 -11 -15 -9 -13 -6 -13 -7 -12 -5 -14 -2 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -8 -4 -6 -4 -8 -3 -9 -5 -7 -4 -7 -1 -10 -2 -10 -3 -11 -1 -9 0 -10 -3 -9 -4 -11 -6 -9 -8 -9 -5 -9 -5 -12 -3 -7 -2 -9 -3 -10 -2 -11 -6 -12 -1 -10 -2 -15 -5 -17 -5 -17,0 0 5 -12 3 -14 7 -13 9 -10 7 -8 9 -7 9 -8 14 -11 13 -13 16 -12 15 -13 13 -17 13 -14 13 -16 13 -15 12 -16 11 -16 10 -15 8 -12 13 -10 11 -10 14 -9 12 -7 15 -4 17 -5 16 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -3 -1 -8 2 -6 3 -9 2 -9 3 -13 2 -11 0 -13 2 -11 0 -13 1 -11 1 -12 -1 -12 0 -7 1 -6 4 -9 4 -6 6 -9 6 -9 10 -11 10 -11 11 -12 9 -13 11 -18 8 -19 6 -18,5,-45
157926325,7E:8A:AE:D6:C8:CD,55056,36.81,-85,-82,0 0 -12 4 -11 10 -11 7 -12 8 -10 7 -12 7 -11 4 -7 8 -14 4 -9 3 -14 3 -17 6 -13 8 -13 9 -16 8 -14 7 -16 6 -15 6 -14 5 -13 7 -15 5 -6 6 -12 7 -10 6 -10 3 -11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 3 -6 0 -5 5 -2 3 -7 2 -7 3 -13 3 -7 0 -9 2 -11 1 -10 3 -11 5 -8 6 -8 4 -8 3 -9 6 -6 4 -9 4 -8 5 -8 5 -8 1 -9 3 -12 1 -11 5 -11 8 -12 6,0 0 -6 -10 -5 -11 -5 -12 -2 -12 1 -11 0 -14 2 -12 1 -13 0 -15 0 -17 0 -18 -4 -19 -4 -21 -4 -20 -4 -18 -4 -17 -4 -17 -3 -16 -5 -17 -2 -15 -1 -15 -1 -14 1 -15 3 -15 4 -15 5 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -5 -5 -7 -3 -6 -2 -8 -3 -9 -3 -10 -5 -10 -6 -12 -5 -11 -6 -11 -5 -10 -7 -9 -6 -8 -4 -7 -3 -8 -2 -9 1 -10 -1 -10 0 -12 0 -13 0 -13 -1 -15 -2 -15 -3 -18 -5 -17 -5 -16,5,-45
185787320,7E:8A:AE:D6:C8:CD,53840,6.4,-84,-81,0 0 -11 1 -10 1 -10 4 -10 5 -12 1 -11 1 -11 4 -9 2 -9 2 -12 5 -12 3 -9 5 -12 8 -8 6 -12 6 -8 4 -5 5 -5 7 -5 3 -5 2 -5 5 -7 7 -8 10 -9 1 -9 5 -8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 3 -14 6 -14 -2 -15 4 -19 -1 -21 -1 -21 -2 -20 -3 -22 1 -23 -1 -16 2 -22 -3 -13 1 -15 2 -16 0 -14 0 -16 -3 -16 -3 -15 -5 -15 -4 -18 -1 -20 0 -16 0 -20 2 -18 1 -14 1,0 0 -13 -1 -15 -4 -11 -3 -12 -2 -12 -3 -13 -6 -14 -3 -14 -5 -17 -4 -15 -4 -15 -1 -15 -2 -13 -2 -11 2 -10 2 -10 2 -11 0 -8 0 -6 -1 -8 -2 -6 -2 -12 -1 -7 -1 -9 -2 -8 1 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 1 -11 -3 -13 -3 -11 -4 -11 -6 -14 -3 -15 -7 -15 -3 -17 -5 -13 -3 -15 1 -17 -2 -13 -1 -15 -2 -12 -4 -12 -4 -12 -4 -16 -6 -12 -7 -15 -6 -15 -7 -17 -5 -18 -7 -20 -2 -20 -6 -15 -4,5,-45
185968541,7E:8A:AE:D6:C8:CD,53856,-15.51,-85,-81,0 0 -1 -14 -2 -11 -3 -12 -2 -10 -3 -12 -3 -11 -5 -8 -5 -10 -5 -10 -4 -10 -6 -10 -5 -8 -8 -10 -7 -8 -5 -6 -5 -9 -5 -9 -3 -7 -7 -2 -4 -6 -7 -6 -7 -5 -5 -6 -8 -6 -8 -4 -7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -16 -2 -15 0 -15 -2 -17 0 -16 -2 -16 -1 -17 1 -18 0 -21 1 -17 1 -17 4 -18 3 -16 1 -16 0 -15 0 -18 1 -18 2 -18 2 -14 1 -15 3 -13 0 -12 -1 -14 -3 -17 -2 -13 1 -13,0 0 -10 -7 -14 -10 -12 -8 -14 -8 -13 -8 -12 -8 -12 -6 -11 -6 -11 -7 -12 -7 -12 -5 -11 -7 -12 -5 -12 -5 -11 -6 -10 -5 -11 -5 -11 -5 -10 -4 -9 -4 -9 -4 -8 -2 -10 -2 -7 -1 -10 -2 -8 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -7 -12 -7 -11 -8 -11 -8 -12 -8 -11 -8 -14 -9 -14 -9 -12 -10 -11 -10 -12 -11 -11 -10 -12 -9 -10 -11 -9 -9 -14 -9 -12 -10 -13 -12 -12 -10 -12 -9 -13 -11 -12 -11 -12 -10 -11 -10 -15 -10 -13 -11,5,-45
186135495,7E:8A:AE:D6:C8:CD,53872,-39.32,-86,-81,0 0 -10 -10 -10 -12 -4 -11 -10 -11 -3 -7 -7 -13 -5 -5 -3 -11 -4 -9 -5 -10 -9 -15 -7 -16 -9 -15 -10 -10 -14 -11 -6 -8 -10 -3 -9 -8 -7 2 -3 -3 -6 -5 -10 -7 -2 -4 -5 -13 -6 -10 -3 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 -7 -14 -10 -15 -8 -15 -14 -14 -14 -16 -16 -18 -20 -14 -23 -20 -24 -15 -19 -21 -19 -13 -19 -13 -14 -9 -11 -12 -13 -10 -14 -7 -13 -7 -10 -5 -20 -8 -18 -4 -17 -9 -18 -10 -16 -7 -22 -12 -18 -13 -11,0 0 -6 12 -7 13 -6 9 -10 6 -9 8 -10 8 -8 7 -10 11 -9 10 -13 11 -10 11 -6 13 -5 15 -4 12 -2 11 -2 10 -2 10 -3 7 -4 7 0 2 -1 2 -7 7 -1 2 -5 4 -7 4 -7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 15 -5 14 -7 12 -8 14 -9 13 -11 14 -7 15 -7 17 -12 18 -10 15 -12 15 -12 14 -7 13 -3 14 -5 11 -7 11 -7 10 -9 12 -10 8 -13 14 -15 12 -13 17 -9 16 -6 19 -11 16 -10 12,5,-45
188524247,7E:8A:AE:D6:C8:CD,54128,-2.09,-84,-80,0 0 -7 12 -5 12 -5 12 -5 12 -5 10 -5 10 -5 11 -3 11 -7 10 -9 11 -8 11 -7 11 -8 11 -7 14 -8 17 -4 16 -6 20 -7 19 -3 18 -1 15 0 16 -4 15 -4 12 -4 9 -6 8 -6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 9 -2 11 -2 11 -2 11 -3 11 0 11 -3 10 -4 10 -5 11 -6 9 -7 10 -4 9 -8 10 -7 9 -7 8 -9 8 -6 6 -8 7 -5 7 -7 8 -6 8 -6 8 -7 9 -7 9 -8 9 -5 8,0 0 -9 15 -7 15 -8 15 -8 14 -8 14 -7 15 -5 14 -5 13 -6 13 -6 12 -5 15 -5 14 -5 14 -7 13 -6 14 -6 13 -4 13 -5 15 -3 14 -5 13 -3 13 -4 12 -2 11 -4 12 -3 10 -5 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 1 8 0 10 0 9 -1 8 -1 9 -2 10 -2 9 -2 10 -3 11 -3 10 -4 10 -4 11 -5 11 -4 11 -5 13 -5 12 -6 11 -5 12 -5 13 -7 13 -6 14 -6 13 -4 15 -7 17 -7 16,5,-45
188757249,7E:8A:AE:D6:C8:CD,54144,-40.06,-86,-81,0 0 6 -9 6 -9 7 -10 4 -13 5 -11 6 -11 6 -12 5 -13 4 -13 2 -13 3 -13 4 -11 5 -12 1 -14 -1 -16 2 -15 1 -14 2 -15 3 -16 2 -17 2 -17 4 -15 1 -14 2 -13 4 -15 2 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -9 2 -8 0 -8 4 -8 3 -10 4 -9 7 -10 6 -8 5 -8 5 -11 5 -8 5 -9 5 -9 6 -10 5 -8 8 -6 7 -6 8 -4 7 -8 7 -8 6 -4 5 -10 7 -8 7 -12 8 -9 8 -7,0 0 -14 -2 -17 0 -16 -2 -16 -2 -16 0 -16 0 -17 1 -13 1 -17 0 -18 -1 -15 3 -16 1 -15 0 -15 1 -16 2 -16 2 -15 2 -15 1 -15 2 -14 1 -15 1 -14 2 -15 0 -13 0 -12 2 -13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 2 -4 2 -8 2 -7 2 -8 2 -10 1 -9 1 -9 0 -9 0 -9 0 -10 -1 -11 -1 -13 -3 -11 -1 -11 -2 -12 -2 -12 -3 -14 -3 -13 -2 -14 -4 -15 -1 -13 -2 -14 -1 -15 -4 -15 1 -16 -2,5,-45
188981366,7E:8A:AE:D6:C8:CD,54160,-11.23,-84,-79,0 0 -6 -8 -9 -10 -7 -9 -7 -9 -9 -10 -8 -8 -6 -8 -6 -8 -8 -10 -7 -11 -8 -13 -9 -11 -10 -13 -10 -13 -12 -12 -12 -12 -15 -10 -15 -9 -15 -10 -14 -10 -13 -8 -10 -8 -11 -8 -8 -6 -5 -9 -7 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -4 -8 -5 -11 -5 -10 -6 -12 -8 -13 -7 -10 -5 -10 -7 -9 -9 -8 -5 -8 -8 -9 -8 -8 -8 -5 -12 -6 -9 -7 -9 -6 -9 -7 -7 -5 -9 -7 -10 -7 -13 -9 -10 -7 -9 -8 -11 -8 -11 -6 -11,0 0 -13 -4 -14 -5 -15 -5 -14 -4 -14 -3 -15 -4 -14 -4 -14 -3 -16 -3 -14 -3 -15 -3 -16 -3 -14 -2 -16 -2 -14 -1 -15 0 -15 1 -14 1 -14 1 -14 0 -14 -1 -13 0 -13 0 -12 -2 -11 -3 -11 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 1 -9 -2 -10 -1 -11 -1 -10 -3 -11 -2 -12 -4 -11 -4 -13 -3 -14 -3 -12 -4 -12 -4 -12 -4 -10 -5 -11 -5 -11 -5 -11 -4 -12 -6 -12 -5 -14 -6 -14 -6 -14 -5 -13 -5 -13 -6 -14 -5 -15 -7,5,-45
